OncotreePrimaryDisease,Drug,F-statistic,p-value,Higher in,name,moa,target
Rhabdoid Cancer,BRD-K46692793-004-01-8::2.5::HTS,6.5204863237856285,0.010931542286935724,Other Types,umeclidinium,acetylcholine receptor antagonist,"CHRM1, CHRM2, CHRM3"
Rhabdoid Cancer,BRD-K46839850-050-04-2::2.5::HTS,5.552364371727546,0.018808099967374137,Rhabdoid Cancer,cinepazide,calcium channel activator,
Rhabdoid Cancer,BRD-K46982791-001-09-4::2.5::HTS,5.867752712236629,0.01573875951320177,Rhabdoid Cancer,cloxyquin,potassium channel activator,KCNK18
Rhabdoid Cancer,BRD-K47029922-003-10-9::2.5::HTS,5.765050614382236,0.016676614066491183,Rhabdoid Cancer,tranylcypromine,monoamine oxidase inhibitor,"KDM1A, MAOA, MAOB"
Rhabdoid Cancer,BRD-K47195926-001-06-6::2.5::HTS,4.795742098122694,0.028944140364868476,Rhabdoid Cancer,acedoben,,
Rhabdoid Cancer,BRD-K47371940-001-01-6::2.5::HTS,5.2138944725133225,0.022780784984772116,Rhabdoid Cancer,ecabapide,,
Rhabdoid Cancer,BRD-K47407372-001-17-1::2.5::HTS,5.52157925947554,0.01913139603766825,Rhabdoid Cancer,nifenazone,analgesic agent,
Rhabdoid Cancer,BRD-K47631482-003-06-2::2.5::HTS,5.9092220102670145,0.01537805058740462,Rhabdoid Cancer,bromhexine,mucolytic agent,
Rhabdoid Cancer,BRD-K48213016-001-01-8::2.5::HTS,5.212387546186209,0.022805780491406143,Rhabdoid Cancer,CC-930,JNK inhibitor,
Rhabdoid Cancer,BRD-K48578705-001-17-6::2.5::HTS,8.268932690496875,0.004192395185068275,Rhabdoid Cancer,methyldopa,adrenergic receptor agonist,"ADRA2A, ADRA2B, ADRA2C, DDC"
Rhabdoid Cancer,BRD-K48722833-001-07-6::2.5::HTS,7.883215602818197,0.0051644459862307205,Rhabdoid Cancer,iloperidone,"dopamine receptor antagonist, serotonin receptor antagonist","ADRA1A, ADRA2C, DRD1, DRD2, DRD3, DRD4, HRH1, HTR1A, HTR2A, HTR6, HTR7"
Rhabdoid Cancer,BRD-K49049886-001-08-7::2.5::HTS,4.0351509161653825,0.04504639405636534,Rhabdoid Cancer,CGS-15943,adenosine receptor antagonist,"ADORA1, ADORA2A, ADORA2B, ADORA3"
Rhabdoid Cancer,BRD-K49071277-001-04-7::2.5::HTS,8.600171815013022,0.0034992837515623485,Other Types,securinine,"GABA receptor antagonist, TP53 activator",GABRA1
Rhabdoid Cancer,BRD-K49075727-001-08-5::2.5::HTS,8.506019436593457,0.0036836744584686047,Other Types,nintedanib,"FGFR inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor","FGFR1, FGFR2, FGFR3, FGFR4, FLT1, FLT4, KDR, PDGFRA, PDGFRB"
Rhabdoid Cancer,BRD-K49555808-001-03-9::2.5::HTS,4.555480044028559,0.03325833200615948,Other Types,BMS-707035,HIV integrase inhibitor,
Rhabdoid Cancer,BRD-K49738308-065-04-9::2.5::HTS,6.917916093701711,0.00878269832604865,Other Types,agmatine,nitric oxide synthase inhibitor,"ADRA2C, ASIC3, CACNA1B, CHRNA1, GRIN1, KCNJ1, NISCH"
Rhabdoid Cancer,BRD-K49962337-001-02-9::2.56::HTS,4.445380191272644,0.035466288784088654,Rhabdoid Cancer,baicalin,beta glucuronidase inhibitor,PREP
Rhabdoid Cancer,BRD-K50163129-001-01-4::2.5::HTS,4.762821138809048,0.02949935000249495,Rhabdoid Cancer,acrivastine,histamine receptor antagonist,HRH1
Rhabdoid Cancer,BRD-K50293352-300-02-1::2.5::HTS,6.159578951071946,0.013362917143040933,Rhabdoid Cancer,MM77,serotonin receptor antagonist,HTR1A
Rhabdoid Cancer,BRD-K50325075-001-02-1::2.5::HTS,6.554704777367668,0.010722883182457357,Rhabdoid Cancer,UCL-2077,slow afterhyperpolarization channel blocker,
Rhabdoid Cancer,BRD-K50495309-001-02-0::2.5::HTS,6.218482321084149,0.012930274047621598,Rhabdoid Cancer,SRC-kinase-inhibitor-I,src inhibitor,"CSK, LCK, RIPK2"
Rhabdoid Cancer,BRD-K50590187-001-19-9::2.5::HTS,12.234735901980693,0.0005068800333621957,Rhabdoid Cancer,capsaicin,TRPV agonist,"CFTR, TRPV1"
Rhabdoid Cancer,BRD-K50850824-237-04-8::2.5::HTS,4.1332084933103035,0.04254926458116274,Rhabdoid Cancer,acesulfame-potassium,,
Rhabdoid Cancer,BRD-K50866992-003-09-5::2.5::HTS,4.7364728317302465,0.029951245959870844,Rhabdoid Cancer,tropisetron,serotonin receptor antagonist,"GLRA1, GLRA2, GLRB, HTR3A, HTR4"
Rhabdoid Cancer,BRD-K51544265-001-04-2::2.5::HTS,5.731711110007226,0.016998848902094972,Other Types,cabozantinib,"RET tyrosine kinase inhibitor, VEGFR inhibitor","KDR, MET"
Rhabdoid Cancer,BRD-K51751936-001-09-1::2.5::HTS,6.748705613487208,0.009627529736466557,Rhabdoid Cancer,alfadolone-acetate,benzodiazepine receptor agonist,
Rhabdoid Cancer,BRD-K52219182-001-02-4::2.5::HTS,6.4111179716759965,0.011615976769784616,Rhabdoid Cancer,ICI-63197,phosphodiesterase inhibitor,
Rhabdoid Cancer,BRD-K52256627-300-06-6::2.5::HTS,4.343336673226631,0.0376091808774131,Other Types,chlorhexidine,membrane integrity inhibitor,
Rhabdoid Cancer,BRD-K52396582-001-06-7::2.5::HTS,5.906698193085759,0.01539814945562827,Rhabdoid Cancer,CF102,adenosine receptor agonist,"ADORA1, ADORA2A, ADORA2B, ADORA3"
Rhabdoid Cancer,BRD-K52911425-001-09-8::2.5::HTS,7.634271706820075,0.005914568525986734,Other Types,GDC-0941,PI3K inhibitor,"PIK3CA, PIK3CB, PIK3CD, PIK3CG"
Rhabdoid Cancer,BRD-K53318339-001-24-9::2.5::HTS,4.563234845641694,0.03311514301905239,Other Types,vinpocetine,"phosphodiesterase inhibitor, sodium channel blocker","PDE1A, PDE1C"
Rhabdoid Cancer,BRD-K53414658-001-08-2::2.5::HTS,6.745492484639189,0.009655237421332587,Other Types,tivozanib,VEGFR inhibitor,"FLT1, FLT4, KDR, KIT, PDGFRA, PDGFRB"
Rhabdoid Cancer,BRD-K53737926-003-27-8::2.5::HTS,3.9618490716558004,0.047026477364326094,Other Types,amitriptyline,"norepinephrine inhibitor, norepinephrine reuptake inhibitor, serotonin receptor antagonist, serotonin-norepinephrine reuptake inhibitor (SNRI)","ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, HRH1, HRH2, HRH4, HTR1A, HTR1B, HTR1D, HTR2A, HTR2C, HTR6, HTR7, KCNA1, KCND2, KCND3, KCNQ2, KCNQ3, NTRK1, NTRK2, OPRD1, OPRK1, OPRM1, SIGMAR1, SLC6A2, SLC6A4"
Rhabdoid Cancer,BRD-K53913732-001-05-9::2.5::HTS,4.281675127644661,0.038988492923389094,Rhabdoid Cancer,SB-408124,orexin receptor antagonist,"HCRTR1, HCRTR2"
Rhabdoid Cancer,BRD-K53963539-004-02-0::2.5::HTS,3.964366123534445,0.04697739139411288,Other Types,vortioxetine,"serotonin receptor agonist, serotonin receptor antagonist","HTR1A, HTR1B, HTR2A, HTR2C, HTR3A, HTR5A, HTR6, HTR7, SLC6A4"
Rhabdoid Cancer,BRD-K54057105-001-01-2::2.5::HTS,5.5157045674575595,0.01921500994844416,Rhabdoid Cancer,isobutyramide,gene expression stimulant,"HBE1, HBG1"
Rhabdoid Cancer,BRD-K54496168-003-01-2::2.5::HTS,6.113446720872543,0.01371594152499413,Rhabdoid Cancer,propacetamol,cyclooxygenase inhibitor,PTGS2
Rhabdoid Cancer,BRD-K54529596-001-26-3::2.5::HTS,5.42116140731273,0.020270826181879666,Rhabdoid Cancer,captopril,angiotensin converting enzyme inhibitor,"ACE, LTA4H, MMP2, MMP9"
Rhabdoid Cancer,BRD-K54997624-001-06-0::2.5::HTS,7.574964089683579,0.006109616461723271,Other Types,alpelisib,PI3K inhibitor,"PIK3CA, PIK3CB, PIK3CD, PIK3CG"
Rhabdoid Cancer,BRD-K55424922-003-02-8::2.5::HTS,6.086249135592,0.01392246932072628,Rhabdoid Cancer,anpirtoline,serotonin receptor agonist,HTR1B
Rhabdoid Cancer,BRD-K56277358-001-07-5::2.5::HTS,10.333842594591403,0.0013816249020264734,Other Types,MGCD-265,VEGFR inhibitor,"AXL, MET"
Rhabdoid Cancer,BRD-K56291712-001-01-0::2.5::HTS,6.017517857927607,0.014467262134663645,Other Types,voxtalisib,"mTOR inhibitor, PI3K inhibitor","MTOR, PIK3CA"
Rhabdoid Cancer,BRD-K56405753-001-02-4::2.5::HTS,18.285802974379873,2.233953559335979e-05,Other Types,MK-2461,"FGFR inhibitor, VEGFR inhibitor","FGFR1, FGFR2, FGFR3, FLT1, FLT3, FLT4, KDR, MERTK, MET, MST1R, NTRK1, NTRK2, PDGFRB"
Rhabdoid Cancer,BRD-K56543881-001-02-7::2.5::HTS,4.238716243620298,0.039975634998078706,Other Types,ADX-47273,glutamate receptor modulator,GRM5
Rhabdoid Cancer,BRD-K56851771-001-06-8::2.5::HTS,9.089931358457585,0.002686666469551842,Rhabdoid Cancer,enzalutamide,androgen receptor antagonist,AR
Rhabdoid Cancer,BRD-K57179821-001-15-4::2.5::HTS,4.054484836853775,0.04453374102097169,Rhabdoid Cancer,crotamiton,antipruritic,
Rhabdoid Cancer,BRD-K57222227-001-30-1::2.5::HTS,4.744167458464331,0.029814238677952225,Rhabdoid Cancer,indomethacin,cyclooxygenase inhibitor,"GLO1, PLA2G2A, PPARA, PPARG, PTGDR2, PTGR2, PTGS1, PTGS2, SLC46A1"
Rhabdoid Cancer,BRD-K57275767-001-02-4::2.61::HTS,8.279586320113449,0.0041715867027042434,Rhabdoid Cancer,geniposide,GLP receptor agonist,GLP1R
Rhabdoid Cancer,BRD-K58466253-003-14-0::2.5::HTS,7.665383158796709,0.005817514284721779,Other Types,palmatine-chloride,dopamine synthesis inhibitor,CYP3A4
Rhabdoid Cancer,BRD-K59110290-238-01-7::2.5::HTS,5.369029018569627,0.020857148055567615,Other Types,fosamprenavir,HIV protease inhibitor,
Rhabdoid Cancer,BRD-K59184148-001-21-6::2.5::HTS,4.396223909230891,0.03647143466170838,Rhabdoid Cancer,SB-216763,glycogen synthase kinase inhibitor,"CCNA2, CDK2, GSK3A, GSK3B"
Rhabdoid Cancer,BRD-K59284035-001-07-9::2.5::HTS,4.364581229242696,0.03715001956706817,Rhabdoid Cancer,chrysophanic-acid,EGFR inhibitor,"EGFR, MTOR"
Rhabdoid Cancer,BRD-K59332007-300-02-7::2.5::HTS,4.41834832266676,0.035998843551517376,Rhabdoid Cancer,linopirdine,potassium channel blocker,"KCNQ2, KCNQ3, KCNQ4, KCNQ5"
Rhabdoid Cancer,BRD-K59436580-001-01-7::2.5::HTS,6.5735169347209395,0.010609596694689144,Other Types,tedizolid,bacterial 50S ribosomal subunit inhibitor,
Rhabdoid Cancer,BRD-K59522102-001-15-3::2.46::HTS,4.167747562914896,0.04169708009495815,Rhabdoid Cancer,piperine,monoamine oxidase inhibitor,"MAOA, MAOB, TRPV1"
Rhabdoid Cancer,BRD-K60150510-001-15-6::2.5::HTS,4.457362371378104,0.03519840953113613,Rhabdoid Cancer,N6-cyclopentyladenosine,adenosine receptor agonist,"ADORA1, ADORA2A, ADORA2B, ADORA3, SLC29A1"
Rhabdoid Cancer,BRD-K60212747-236-01-1::2.5::HTS,5.575570257213189,0.018574985135206133,Rhabdoid Cancer,neridronic-acid,bone resorption inhibitor,FDPS
Rhabdoid Cancer,BRD-K60341624-001-02-2::2.5::HTS,11.757776690993493,0.0006504753705033523,Other Types,GSK1292263,glucose dependent insulinotropic receptor agonist,GRPR
Rhabdoid Cancer,BRD-K60443845-001-08-6::2.5::HTS,12.951158785581583,0.0003491916460871934,Other Types,chlormidazole,fungal lanosterol demethylase inhibitor,
Rhabdoid Cancer,BRD-K61177364-003-02-9::2.5::HTS,4.115564154632502,0.04296469439113709,Rhabdoid Cancer,NBI-27914,corticosteroid releasing factor receptor antagonist,CRHR1
Rhabdoid Cancer,BRD-K61295575-001-03-6::2.5::HTS,7.82993001769851,0.0053151051009899175,Other Types,blebbistatin-(-),ATPase inhibitor,
Rhabdoid Cancer,BRD-K62562723-003-02-7::2.5::HTS,5.645117246737367,0.017838268415846875,Other Types,SR-2640,leukotriene receptor antagonist,CYSLTR1
Rhabdoid Cancer,BRD-K62627508-001-01-5::2.5::HTS,15.477507612471074,9.398312655355321e-05,Other Types,idasanutlin,MDM inhibitor,"MDM2, TP53"
Rhabdoid Cancer,BRD-K62762455-001-01-3::2.5::HTS,6.865913684490722,0.00902742581437555,Other Types,RU-58841,androgen receptor antagonist,AR
Rhabdoid Cancer,BRD-K62782754-337-02-5::2.5::HTS,4.287385036128994,0.03886558397706202,Rhabdoid Cancer,tiotropium,acetylcholine receptor antagonist,"CHRM1, CHRM2, CHRM3"
Rhabdoid Cancer,BRD-K62929068-001-16-5::2.5::HTS,6.139833055543043,0.013510741157754722,Other Types,6-benzylaminopurine,purinergic receptor activator,
Rhabdoid Cancer,BRD-K62996583-001-10-3::2.5::HTS,5.584585714465799,0.018461758891116647,Other Types,lidoflazine,calcium channel blocker,"SCN1A, SCN3A, SLC29A1"
Rhabdoid Cancer,BRD-K63550407-001-13-5::2.5::HTS,4.42741529932067,0.035838228309388154,Rhabdoid Cancer,erythromycin,NFkB pathway inhibitor,MLNR
Rhabdoid Cancer,BRD-K63736853-001-04-8::2.5::HTS,4.564165947592521,0.03309152837166639,Rhabdoid Cancer,acipimox,cholesterol inhibitor,HCAR2
Rhabdoid Cancer,BRD-K63828191-003-32-1::2.5::HTS,8.161028474623635,0.004438399899541515,Rhabdoid Cancer,raloxifene,"estrogen receptor antagonist, selective estrogen receptor modulator (SERM)","ESR1, ESR2"
Rhabdoid Cancer,BRD-K64838454-001-01-0::2.5::HTS,4.635040187765805,0.03175800912072995,Other Types,dipraglurant,glutamate receptor negative allosteric modulator,GRM5
Rhabdoid Cancer,BRD-K64925568-001-01-8::2.5::HTS,11.368138298959414,0.0007989790634083594,Other Types,AMG-232,MDM inhibitor,MDM2
Rhabdoid Cancer,BRD-K65146499-001-27-9::2.5::HTS,5.040062110281018,0.02517993710966855,Rhabdoid Cancer,nabumetone,cyclooxygenase inhibitor,"PTGS1, PTGS2"
Rhabdoid Cancer,BRD-K65544384-001-15-8::2.5::HTS,8.362586417068734,0.003979834032104905,Rhabdoid Cancer,4-aminohippuric-acid,,SLC22A6
Rhabdoid Cancer,BRD-K65678996-001-05-5::2.5::HTS,7.518267260346199,0.006306149320249095,Rhabdoid Cancer,nefiracetam,"acetylcholine receptor agonist, benzodiazepine receptor agonist",CHRM1
Rhabdoid Cancer,BRD-K65856711-001-04-4::2.5::HTS,5.543105775252816,0.01890296983851104,Rhabdoid Cancer,rolipram-S(+),phosphodiesterase inhibitor,
Rhabdoid Cancer,BRD-K65928735-001-04-3::2.5::HTS,4.781441653458699,0.029183316656679534,Other Types,AZD1480,JAK inhibitor,"JAK1, JAK2, JAK3"
Rhabdoid Cancer,BRD-K66538826-001-07-2::2.5::HTS,8.176498268329738,0.004404133059583174,Other Types,amuvatinib,"FLT3 inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, RAD51 inhibitor, RET tyrosine kinase inhibitor","KIT, MET"
Rhabdoid Cancer,BRD-K66808046-065-03-7::2.5::HTS,4.086140031152458,0.043729976133864354,Other Types,oxyquinoline,chelating agent,METAP2
Rhabdoid Cancer,BRD-K67637637-003-12-6::2.5::HTS,7.585435014037075,0.006077479586021902,Other Types,olopatadine,histamine receptor antagonist,"HRH1, S100A1, S100A12, S100A13, S100A2, S100B"
Rhabdoid Cancer,BRD-K67772619-001-05-1::2.5::HTS,7.078562577877382,0.008028079620372658,Rhabdoid Cancer,rheochrysidin,protein tyrosine kinase inhibitor,PTPN1
Rhabdoid Cancer,BRD-K67943528-050-01-4::2.5::HTS,5.2724536205977905,0.022035862732986678,Other Types,lisuride,dopamine receptor agonist,"ADRA1A, ADRA2A, ADRA2B, ADRA2C, DRD1, DRD2, DRD3, DRD4, DRD5, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C, HTR6"
Rhabdoid Cancer,BRD-K67977190-066-02-3::2.5::HTS,4.790859805254374,0.029033930855507546,Other Types,eprosartan,angiotensin receptor antagonist,AGTR1
Rhabdoid Cancer,BRD-K68264559-045-04-0::2.58::HTS,3.8693569930389895,0.04968784303545075,Rhabdoid Cancer,brimonidine,adrenergic receptor agonist,"ADRA2A, ADRA2B, ADRA2C"
Rhabdoid Cancer,BRD-K68395654-001-03-1::2.5::HTS,8.717839311540867,0.0032827873142601267,Other Types,EVP4593,NFkB pathway inhibitor,
Rhabdoid Cancer,BRD-K68488863-001-04-9::2.5::HTS,4.79192578773259,0.02900554393502289,Other Types,ENMD-2076,"Aurora kinase inhibitor, FLT3 inhibitor, VEGFR inhibitor","AURKA, FLT3, KDR, PDGFRA, PTK2, SRC"
Rhabdoid Cancer,BRD-K68870568-066-01-5::2.5::HTS,6.96058083641925,0.008564263716559292,Other Types,flumatinib,Bcr-Abl kinase inhibitor,"ABL1, PDGFRB"
Rhabdoid Cancer,BRD-K69001009-001-02-8::2.5::HTS,7.599266628647274,0.006031667386432648,Other Types,golvatinib,VEGFR inhibitor,"KDR, MET"
Rhabdoid Cancer,BRD-K69726595-001-01-2::2.5::HTS,4.57420200298962,0.03288879473560866,Other Types,mericitabine,HCV inhibitor,
Rhabdoid Cancer,BRD-K70463136-001-01-5::2.5::HTS,5.471807830049922,0.019676250445963845,Other Types,BAY-87-2243,hypoxia inducible factor inhibitor,HIF1A
Rhabdoid Cancer,BRD-K71055333-224-05-8::2.5::HTS,9.438337549003144,0.0022309069191385456,Rhabdoid Cancer,etamsylate,haemostatic agent,
Rhabdoid Cancer,BRD-K71125014-001-27-1::2.5::HTS,4.594172054985362,0.032512500970064376,Rhabdoid Cancer,sulphadimethoxine,dihydropteroate synthetase inhibitor,
Rhabdoid Cancer,BRD-K71221037-001-01-6::2.5::HTS,5.690729803821394,0.017386225913180533,Other Types,birinapant,XIAP inhibitor,"BIRC2, XIAP"
Rhabdoid Cancer,BRD-K71926323-001-14-6::2.52::HTS,6.462494037910408,0.011296762609882641,Rhabdoid Cancer,marbofloxacin,bacterial DNA gyrase inhibitor,
Rhabdoid Cancer,BRD-K72029282-001-22-0::2.5::HTS,11.779044686918718,0.0006437278632066371,Rhabdoid Cancer,probucol,atherogenesis inhibitor,"ABCA1, ABCB11, CES1"
Rhabdoid Cancer,BRD-K72167406-001-03-9::2.5::HTS,7.519672411858137,0.00629808745297837,Rhabdoid Cancer,cefditoren-pivoxil,bacterial cell wall synthesis inhibitor,
Rhabdoid Cancer,BRD-K72827473-001-01-0::2.5::HTS,6.137297408360191,0.013529913917720965,Rhabdoid Cancer,CEP-37440,ALK tyrosine kinase receptor inhibitor,ALK
Rhabdoid Cancer,BRD-K73107279-003-12-5::2.5::HTS,4.3506996309827555,0.037451517020815624,Rhabdoid Cancer,levamisole,acetylcholine receptor agonist,"ALPL, ALPPL2, CHRNA3"
Rhabdoid Cancer,BRD-K73440166-001-01-3::2.5::HTS,5.24682192809778,0.02235629670006746,Rhabdoid Cancer,cinaciguat,guanylate cyclase activator,"GUCY1A3, GUCY1B3"
Rhabdoid Cancer,BRD-K74236708-001-01-9::2.5::HTS,3.91627206055018,0.04831554010273508,Rhabdoid Cancer,acitazanolast,mediator release inhibitor,
Rhabdoid Cancer,BRD-K74514084-001-03-9::2.5::HTS,14.09451127169388,0.00019249574283458453,Other Types,pazopanib,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor","CSF1R, FGF1, FGFR1, FGFR3, FLT1, FLT4, ITK, KDR, KIT, PDGFRA, PDGFRB, SH2B3"
Rhabdoid Cancer,BRD-K74913225-001-12-4::2.5::HTS,3.937861352249656,0.047710918792521685,Rhabdoid Cancer,brinzolamide,carbonic anhydrase inhibitor,"CA1, CA12, CA14, CA2, CA4, CA5A, CA7"
Rhabdoid Cancer,BRD-K76406695-001-02-9::2.5::HTS,7.915695357819803,0.005073521971944031,Other Types,CCT128930,AKT inhibitor,"PKIA, PRKACA"
Rhabdoid Cancer,BRD-K78055238-001-01-8::2.5::HTS,5.501174212765772,0.01935679798945211,Rhabdoid Cancer,LY2090314,glycogen synthase kinase inhibitor,GSK3B
Rhabdoid Cancer,BRD-K78096648-001-05-7::2.5::HTS,11.692687213116189,0.0006738181005071483,Other Types,oxiperomide,dopamine receptor antagonist,
Rhabdoid Cancer,BRD-K78303961-001-02-3::2.5::HTS,4.280444427987448,0.03900990500777542,Rhabdoid Cancer,glycitein,tumor necrosis factor release inhibitor,TNF
Rhabdoid Cancer,BRD-K78342372-001-02-4::2.5::HTS,13.891400461237577,0.00021357191212503286,Other Types,hematoxylin,,
Rhabdoid Cancer,BRD-K78637815-001-02-2::2.5::HTS,4.8453098135724355,0.02813305873440513,Rhabdoid Cancer,LY320135,cannabinoid receptor antagonist,CNR1
Rhabdoid Cancer,BRD-K78643075-001-11-6::2.5::HTS,3.9155075312780294,0.048333809299495344,Other Types,bromperidol,dopamine receptor antagonist,DRD2
Rhabdoid Cancer,BRD-K79584249-001-01-3::2.5::HTS,15.003940218532529,0.00012010513851648052,Other Types,CGM097,MDM inhibitor,MDM2
Rhabdoid Cancer,BRD-K79633074-001-01-8::2.5::HTS,4.13964850747251,0.04235876223759984,Rhabdoid Cancer,xilobam,,
Rhabdoid Cancer,BRD-K80025777-001-01-4::2.5::HTS,5.1981926439850605,0.022987525023319445,Rhabdoid Cancer,"cis-9,trans-11-Conjugated-linoleic-acid",,
Rhabdoid Cancer,BRD-K80262108-001-07-0::2.5::HTS,4.898368023854066,0.02728519173076081,Rhabdoid Cancer,amifampridine,potassium channel blocker,
Rhabdoid Cancer,BRD-K80267133-001-17-7::2.5::HTS,3.891703325636169,0.04903578255989416,Other Types,aminosalicylate,cyclooxygenase inhibitor,"ALOX5, CHUK, PLA2G2E, PTGS1, PTGS2"
Rhabdoid Cancer,BRD-K80700417-001-04-2::2.5::HTS,4.351083807824592,0.037437409740604444,Other Types,SGI-1776,Pim kinase inhibitor,"FLT3, PIM1, PIM2, PIM3"
Rhabdoid Cancer,BRD-K80778372-001-02-5::2.5::HTS,9.067036330639226,0.002721249638646503,Rhabdoid Cancer,Ro-19-4605,,"GABRA1, GABRA2, GABRA3, GABRA5"
Rhabdoid Cancer,BRD-K81528515-001-13-8::2.5::HTS,3.9169168809566304,0.048312818133603566,Other Types,nilotinib,"Abl kinase inhibitor, Bcr-Abl kinase inhibitor","ABL1, KIT"
Rhabdoid Cancer,BRD-K81613478-001-01-8::2.5::HTS,4.2036540700403275,0.04080702779426138,Other Types,gastrodin,,
Rhabdoid Cancer,BRD-K81645297-236-01-1::2.5::HTS,4.1895251415710995,0.04114073444768959,Rhabdoid Cancer,NKP-1339,HSP inhibitor,
Rhabdoid Cancer,BRD-K82677201-001-01-6::2.5::HTS,3.9940831239349692,0.04614325321822601,Other Types,almitrine,neurotransmitter agonist,ATP1A1
Rhabdoid Cancer,BRD-K82767007-001-01-1::2.5::HTS,8.789735334813923,0.0031616306480843647,Rhabdoid Cancer,dazoxiben,thromboxane synthase inhibitor,TBXAS1
Rhabdoid Cancer,BRD-K82967685-300-01-2::2.5::HTS,5.003070217664634,0.025710564544831453,Rhabdoid Cancer,mirodenafil,phosphodiesterase inhibitor,PDE5A
Rhabdoid Cancer,BRD-K83023055-001-02-7::2.5::HTS,5.580021768443546,0.0185082081134813,Other Types,GR-135531,melatonin receptor agonist,
Rhabdoid Cancer,BRD-K84091759-001-07-1::2.5::HTS,4.375094579429596,0.03694317144803205,Rhabdoid Cancer,candesartan,angiotensin receptor antagonist,AGTR1
Rhabdoid Cancer,BRD-K84163249-001-01-9::2.5::HTS,7.197070054023119,0.007526882602297956,Rhabdoid Cancer,ercalcitriol,vitamin D receptor agonist,VDR
Rhabdoid Cancer,BRD-K84564571-001-02-4::2.5::HTS,4.566606643647521,0.03304481527048266,Other Types,telatinib,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor",KDR
Rhabdoid Cancer,BRD-K84996356-001-01-1::2.5::HTS,5.103250723326372,0.02427462496812718,Other Types,AZD3514,androgen receptor modulator,AR
Rhabdoid Cancer,BRD-K85090592-008-22-7::2.5::HTS,9.977951871647615,0.0016761771692113917,Rhabdoid Cancer,pilocarpine,acetylcholine receptor agonist,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5"
Rhabdoid Cancer,BRD-K85178109-001-02-3::2.5::HTS,8.152062432305986,0.004461225657998015,Other Types,fostamatinib,SYK inhibitor,SYK
Rhabdoid Cancer,BRD-K85307935-236-09-5::2.5::HTS,4.375424818878633,0.03692812716390599,Other Types,novobiocin,bacterial DNA gyrase inhibitor,
Rhabdoid Cancer,BRD-K85307935-236-10-3::2.5::HTS,6.688294479100718,0.009971373661364273,Rhabdoid Cancer,novobiocin,bacterial DNA gyrase inhibitor,
Rhabdoid Cancer,BRD-K85849709-001-01-5::2.5::HTS,7.959624076908593,0.0049535539907803825,Rhabdoid Cancer,AZD2858,glycogen synthase kinase inhibitor,GSK3B
Rhabdoid Cancer,BRD-K86525559-001-04-5::2.5::HTS,5.22893633352132,0.022600995505072226,Rhabdoid Cancer,AZD7762,CHK inhibitor,"CHEK1, CHEK2"
Rhabdoid Cancer,BRD-K86687746-001-01-3::2.5::HTS,4.05253293941552,0.04459542257314795,Rhabdoid Cancer,R306465,HDAC inhibitor,
Rhabdoid Cancer,BRD-K86930074-001-05-0::2.5::HTS,20.225536942444727,8.412252177637118e-06,Other Types,cediranib,"KIT inhibitor, VEGFR inhibitor","CSF1R, FLT1, FLT3, FLT4, KDR, KIT, PDGFRA, PDGFRB"
Rhabdoid Cancer,BRD-K87782578-001-01-4::2.5::HTS,3.997694317747948,0.046046077829004425,Other Types,AVL-292,Bruton's tyrosine kinase (BTK) inhibitor,"BTK, YES1"
Rhabdoid Cancer,BRD-K88544581-001-06-1::2.5::HTS,4.18752342162595,0.041187304164771496,Other Types,CI-976,ACAT inhibitor,"ACAT1, CES1"
Rhabdoid Cancer,BRD-K88625236-001-04-2::2.5::HTS,6.027148964256286,0.014391555722756367,Other Types,nonoxynol-9,membrane integrity inhibitor,
Rhabdoid Cancer,BRD-K88742110-001-07-9::2.5::HTS,6.061018995914581,0.014123260016922736,Other Types,PCI-34051,HDAC inhibitor,"HDAC1, HDAC10, HDAC6, HDAC8"
